Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Weather Type
62,91,9.5,79,1002.43,11,6.5,Cloudy
1,72,10.5,89,997.46,0,1.5,Snowy
14,96,13.5,54,1017.92,3,5,Rainy
-2,60,12.5,69,988.85,1,4,Snowy
48,85,15,99,1012.48,14,1,Rainy
17,66,6.5,21,1014.07,4,5.5,Cloudy
24,53,1,40,1019.95,3,8.5,Cloudy
0,97,14,66,999.94,1,2,Snowy
46,38,8,39,804.35,10,14,Sunny
41,28,5,5,1014.67,7,9.5,Sunny
20,68,1,42,1010.27,4,5.5,Cloudy
1,64,19.5,52,992.43,1,3.5,Snowy
1,91,11,80,981.37,0,3,Snowy
43,101,10,100,1023.74,9,11,Sunny
43,67,9,1,1021.86,6,8.5,Sunny
14,82,19,78,1006.01,0,3,Rainy
33,61,6.5,19,1029.49,6,7.5,Sunny
26,89,6.5,81,999.23,0,3,Rainy
-3,85,13.5,53,992.51,0,1,Snowy
15,85,19.5,51,1002.6,3,2.5,Rainy
30,76,11.5,42,1007.52,2,5.5,Cloudy
-16,77,22.5,75,985.52,13,3,Snowy
72,77,18.5,105,1029.1,2,10.5,Sunny
-4,92,13.5,99,982.61,0,1,Snowy
-20,89,12.5,106,990.89,5,1,Snowy
38,88,19.5,85,1009.03,0,4.5,Cloudy
53,81,0,84,1018.81,12,5,Sunny
31,60,8.5,30,1001.67,2,6.5,Cloudy
24,73,7,87,1006.09,0,2,Rainy
15,76,9,81,1019.12,1,4.5,Rainy
34,57,3,1,1022.08,9,7.5,Sunny
0,60,13,97,987.93,0,1.5,Snowy
36,86,18.5,76,1009,9,5,Cloudy
-9,98,2.5,61,994.1,1,2,Snowy
32,40,3,29,1035.69,9,8,Snowy
20,98,16.5,55,1017.84,0,1,Rainy
12,69,6,90,1005.47,2,1.5,Rainy
15,89,13,58,999.24,3,4.5,Rainy
1,67,3,76,986.57,0,4,Snowy
37,47,1,2,1012.77,7,6.5,Sunny
-4,76,3,91,991.95,1,3,Snowy
-10,75,9.5,71,986.43,0,4,Snowy
-10,83,0,81,983.7,1,2,Snowy
17,84,13.5,86,1005.84,3,3.5,Rainy
19,102,13,80,1013.43,12,2,Sunny
-14,37,10.5,63,965.66,3,12.5,Rainy
21,67,4.5,5,1010.8,6,6,Sunny
-1,78,11,95,999.15,0,4,Snowy
-9,72,6,66,993.68,1,4,Snowy
33,78,11,32,1008.82,4,7,Cloudy
29,93,8.5,74,1013.89,0,4.5,Rainy
-7,75,12.5,94,981.44,0,3.5,Snowy
4,81,2.5,93,985.74,1,4,Snowy
32,94,13,80,992.52,2,3.5,Rainy
26,64,8,4,1020.86,9,9.5,Sunny
24,39,6.5,2,1017.18,5,5,Sunny
1,88,2.5,70,998.54,1,2,Snowy
46,31,7.5,84,1019.4,6,7.5,Rainy
9,83,19.5,91,999.89,10,1,Rainy
1,87,37.5,81,991.88,14,0.5,Snowy
17,56,13.5,17,1017.46,2,7.5,Cloudy
-1,62,18.5,58,998.65,0,2,Snowy
37,32,7.5,28,840.97,5,9.5,Snowy
27,102,5.5,74,1016.58,6,6,Cloudy
-3,77,15.5,51,999.67,0,2.5,Snowy
2,96,8.5,65,999.35,0,3,Snowy
27,21,5.5,15,1012.32,11,8,Sunny
70,70,16.5,83,1006.92,12,2.5,Cloudy
15,72,0.5,44,1005.69,2,9,Cloudy
-5,96,4,84,995.31,0,1.5,Snowy
28,26,11.5,94,853.83,11,1.5,Sunny
-3,62,5.5,96,985.36,0,1.5,Snowy
29,25,0.5,6,1017.11,8,10,Sunny
9,38,8.5,75,1161.21,10,7,Cloudy
14,76,17.5,55,992.56,1,3,Rainy
22,63,6.5,58,1007.89,1,3,Rainy
20,60,5,91,1008.09,0,3,Rainy
33,75,1,44,1014.29,2,7.5,Cloudy
29,92,12,50,995.57,1,2,Rainy
29,71,10.5,16,1000.38,1,5.5,Cloudy
31,71,3,36,1010.9,4,6.5,Cloudy
31,58,15,46,1001.9,4,5.5,Cloudy
43,30,2,7,1021.85,7,7,Sunny
30,99,19,83,1001.66,11,7.5,Cloudy
1,85,25.5,97,994.18,9,3.5,Snowy
5,79,27,93,988.84,2,2,Snowy
29,22,1.5,2,1023.99,8,5,Sunny
-7,61,13,51,996.67,0,3.5,Snowy
38,88,23.5,78,1002.81,6,6.5,Cloudy
-9,71,14.5,84,991.36,1,2,Snowy
14,61,8.5,54,1015.06,3,4,Rainy
14,83,15.5,77,1002.25,3,4,Rainy
26,68,9.5,18,1014.65,5,8,Sunny
10,85,13.5,66,996.77,1,2,Rainy
16,88,12.5,53,994.58,2,1.5,Rainy
7,85,46,87,980.92,9,5.5,Snowy
35,67,7,15,1024.13,7,7.5,Sunny
30,78,15.5,93,996.39,3,3.5,Rainy
46,69,2.5,22,1026.01,3,5,Snowy
19,76,4.5,29,1009.03,3,7,Cloudy
33,63,7,98,992.89,0,3,Rainy
27,85,11.5,63,1004.88,0,4.5,Rainy
55,84,19,71,1020.1,5,7.5,Sunny
27,69,2,38,1012.33,3,5,Cloudy
27,52,14.5,29,1001.3,2,6.5,Cloudy
21,102,20,76,1019.41,14,1.5,Cloudy
-7,77,1.5,66,991.73,0,4,Snowy
24,96,15,96,1006.18,1,1.5,Rainy
-1,76,2,84,997.02,1,1,Snowy
-5,73,6.5,90,986.96,1,4,Snowy
-10,86,20,68,993.28,1,4.5,Snowy
19,91,15,61,1016.72,3,2.5,Rainy
41,27,13,57,960.63,5,16,Rainy
29,21,2.5,19,1012.75,6,8.5,Sunny
7,90,20,94,1008.08,11,2,Rainy
10,98,25,104,1016.82,2,1.5,Rainy
25,68,3.5,6,1016.07,11,8,Sunny
34,55,1.5,12,1027.21,11,10,Sunny
27,72,1,29,1003.38,1,6,Cloudy
49,60,11.5,23,1168.21,7,9,Rainy
22,60,19.5,79,998.11,3,4,Rainy
24,81,16,102,1004.86,4,4.5,Cloudy
32,78,16,52,997.01,3,3.5,Rainy
34,78,11,71,996.85,3,4.5,Rainy
-4,76,19.5,97,986.84,1,2.5,Snowy
27,63,9,72,1000.61,0,4,Rainy
-11,107,15.5,96,990.58,12,1.5,Snowy
17,100,22.5,103,995.95,3,1.5,Rainy
-6,88,0,92,983.02,0,1.5,Snowy
40,54,5.5,1,1012.63,10,10,Sunny
26,87,16,62,1009.56,3,2.5,Rainy
22,37,0.5,0,1024.23,8,5.5,Sunny
41,62,5,3,1025.98,9,5.5,Sunny
-10,74,0,33,1171.26,12,13,Rainy
23,38,8,5,1024.54,11,7.5,Sunny
11,69,11.5,52,1017.58,2,3.5,Rainy
11,65,9.5,92,1012.44,1,2.5,Rainy
33,86,7.5,69,993.1,1,5,Rainy
4,84,8.5,72,993.53,0,4,Snowy
-7,94,15,54,994.51,1,1.5,Snowy
27,59,6,0,1015.53,10,7,Sunny
1,86,0.5,72,994.27,1,4,Snowy
23,57,1,14,1018.4,11,9,Sunny
32,61,11,26,1007.59,2,6.5,Cloudy
39,22,4,13,1016.5,7,5.5,Sunny
32,86,12,65,990.41,2,4,Rainy
44,73,23,77,1014.05,7,6.5,Cloudy
25,79,10.5,11,1004.03,4,7.5,Cloudy
1,84,1,72,989.89,0,4.5,Snowy
13,53,8.5,33,1005.78,5,10.5,Cloudy
13,60,10.5,76,881.44,12,3,Cloudy
25,68,4,32,1009.22,2,5.5,Cloudy
32,50,9.5,4,1014.8,5,6.5,Sunny
43,63,2,16,1026.88,10,5,Sunny
21,58,0.5,12,1012.28,4,6.5,Cloudy
18,101,18,97,1023.5,5,3,Sunny
-7,92,7.5,56,995.37,0,1.5,Snowy
10,63,0.5,11,1015.01,2,6,Cloudy
67,86,8,92,1029.38,1,5.5,Sunny
-5,68,16,53,992.35,1,3.5,Snowy
23,73,10,90,1006.81,1,2,Rainy
21,71,5,98,1000.06,0,4.5,Rainy
48,103,21,92,1013.95,8,2.5,Cloudy
-11,48,8,56,885.49,12,3.5,Cloudy
21,26,5.5,75,1010.06,2,6,Cloudy
0,69,3.5,73,980.46,0,1.5,Snowy
26,64,4.5,23,1002.01,2,5.5,Cloudy
4,67,0,72,998.78,1,4.5,Snowy
28,47,6,11,1029.11,7,6,Sunny
-7,69,14.5,74,986.83,1,3.5,Snowy
40,64,8,5,1010.18,6,5,Sunny
2,62,0.5,59,980.81,0,4,Snowy
15,76,1,31,1006.98,4,7,Cloudy
10,70,17,57,994.93,3,5,Rainy
18,88,7,65,995.42,2,2,Rainy
29,96,11.5,79,1013.23,0,1,Rainy
41,55,4,11,1015.43,11,6.5,Sunny
2,89,14.5,65,995.91,1,4,Snowy
36,37,5.5,0,1024.56,7,9.5,Sunny
36,69,3.5,13,1011.37,10,5.5,Sunny
33,74,7,55,1016.64,3,2.5,Rainy
-6,82,6.5,76,983.94,1,2.5,Snowy
-1,99,12.5,65,992.26,0,4,Snowy
2,76,4,64,997.51,1,2.5,Snowy
2,94,16,53,994.07,1,2,Snowy
32,80,15.5,61,1012.02,0,4,Rainy
31,42,5.5,12,1017.8,6,5.5,Sunny
29,90,18.5,57,1004.04,2,3.5,Rainy
36,57,6,7,1029.06,8,10,Sunny
38,26,6.5,15,1013.49,6,9,Sunny
4,67,2,87,989.93,0,2.5,Snowy
21,86,18,65,1001.12,3,2.5,Rainy
-2,74,0.5,37,993.32,2,4.5,Sunny
0,82,18.5,88,989.19,0,1,Snowy
11,73,7.5,17,1004.39,2,7.5,Cloudy
18,95,6.5,70,1001.9,3,4,Rainy
20,51,1,5,1021.11,6,5,Sunny
-6,66,20,61,981.8,0,1,Snowy
-6,24,9,47,1047.84,1,6.5,Sunny
-6,66,7,95,992.79,0,3,Snowy
22,91,11,55,1001.55,3,4.5,Rainy
-18,22,15,30,863.76,13,6,Sunny
-4,90,10,62,995.39,1,5,Snowy
20,65,3,4,1013.44,7,6,Sunny
25,39,6.5,4,1020.51,7,9.5,Sunny
44,58,3.5,14,1027.14,5,8.5,Sunny
19,74,9,75,1004.9,2,1.5,Rainy
22,89,6,76,1015.07,1,2,Rainy
20,24,5,15,1015.21,9,7,Sunny
12,60,8,32,1017.74,3,8,Cloudy
-1,31,8,43,861.2,0,4,Sunny
34,42,3.5,18,1027.21,11,7.5,Sunny
39,53,2,2,1023.73,5,9,Sunny
40,54,7.5,5,1016,10,6,Sunny
-7,78,22.5,90,991.29,4,1.5,Snowy
-2,74,6,67,986.08,1,3,Snowy
-7,66,12.5,78,991.7,1,5,Snowy
20,67,13,15,1010.2,2,5,Cloudy
63,70,22.5,81,1015.23,2,8.5,Cloudy
23,25,2.5,12,1012.08,8,6.5,Sunny
-2,101,12,75,989.34,8,3.5,Snowy
-1,63,13.5,91,997.24,1,5,Snowy
22,74,18.5,106,990.13,9,0.5,Rainy
22,56,0,5,1019.52,10,9.5,Sunny
-8,88,11.5,52,984.01,1,2,Snowy
-3,84,1.5,62,987.14,0,3.5,Snowy
42,103,2,80,1015.23,6,5.5,Cloudy
11,79,13.5,59,995.65,0,2,Rainy
24,94,17,80,997.64,0,1,Rainy
32,54,11,46,1009.87,2,7,Cloudy
44,65,3,19,1023.68,5,8,Sunny
2,93,16.5,74,984.55,0,3.5,Snowy
41,46,4,17,1029.29,11,9.5,Sunny
24,54,3,23,1013.48,2,7.5,Cloudy
26,70,9.5,97,1012.6,2,3,Rainy
4,90,17.5,53,985,1,2,Snowy
27,28,6.5,15,1024.17,10,8,Sunny
32,78,8,59,993.87,2,2,Rainy
13,67,11,38,1018.08,3,6,Cloudy
23,54,6,4,1013.62,11,6,Sunny
30,90,19,57,1013.37,3,1,Rainy
20,77,8.5,97,998.6,2,3.5,Rainy
-2,97,13,95,999.59,0,4.5,Snowy
28,45,7.5,1,1019.2,9,5,Sunny
23,87,6,78,1002.02,2,1.5,Rainy
34,61,1.5,48,1004.8,4,6.5,Cloudy
34,36,3,2,1023.66,9,9,Sunny
32,51,2,7,1019.44,11,8,Sunny
15,73,6.5,36,1001.9,1,6.5,Cloudy
43,23,5,12,1019.11,8,6.5,Sunny
25,69,2,29,1014.87,2,5,Cloudy
-7,85,16.5,86,986.51,0,4,Snowy
-10,35,2,98,974.79,13,4.5,Cloudy
32,96,15,66,992.73,1,4,Rainy
20,82,9.5,89,1002.04,1,4,Rainy
30,65,12.5,88,996.55,1,3.5,Rainy
4,68,14.5,55,983.03,1,5,Snowy
44,80,2,71,1019.3,5,2.5,Sunny
29,33,8.5,14,1021.12,10,5.5,Sunny
22,53,5.5,13,1012.65,1,5,Cloudy
21,43,0,6,1015.69,10,7,Sunny
12,89,6.5,86,992.27,2,1.5,Rainy
34,74,9,31,1014.22,4,8.5,Cloudy
31,45,2,1,1025.05,5,8,Sunny
5,81,42.5,93,981.93,3,4.5,Snowy
27,79,2,47,1010.62,1,7.5,Cloudy
5,109,32,71,990.96,7,2,Snowy
29,70,12,26,1004.95,4,7,Cloudy
-9,80,26,108,982.94,10,2.5,Snowy
65,108,24.5,101,1004.05,10,2.5,Rainy
28,59,5.5,47,1018.25,4,8.5,Cloudy
42,55,0.5,1,1012.65,6,9,Sunny
-4,96,3,88,994.41,1,4,Snowy
20,37,9,7,1017.33,9,8,Sunny
24,64,8,4,1026,7,7,Sunny
28,25,0,4,1011.8,10,6.5,Sunny
11,53,1.5,37,1002.88,1,5.5,Cloudy
-9,86,7.5,84,984.42,1,2.5,Snowy
43,60,7.5,15,1018.29,10,9.5,Sunny
34,62,11.5,70,865.18,3,6.5,Sunny
24,72,21,73,1011.05,5,9,Cloudy
-5,62,15,81,997.01,0,4,Snowy
21,77,1.5,24,1012.46,1,7.5,Cloudy
42,87,17.5,100,1016.17,8,8,Cloudy
19,93,10.5,62,1005.84,2,1,Rainy
-8,82,15,97,982.82,0,1,Snowy
-9,65,13.5,85,986.87,1,2,Snowy
43,48,1,4,1026.68,10,9,Sunny
24,46,1.5,8,1011.28,7,5.5,Sunny
-10,69,4.5,76,985.12,0,4.5,Snowy
42,36,0,6,1025.66,11,9,Sunny
25,83,15.5,85,1008.85,0,3.5,Rainy
4,94,11.5,60,993.01,1,4,Snowy
23,79,7.5,59,1013.36,0,1,Rainy
16,64,11.5,44,1004.43,1,6,Cloudy
11,80,11.5,82,1009.35,0,3.5,Rainy
29,90,5.5,72,991.74,3,4,Rainy
22,98,16.5,59,1008.4,0,2.5,Rainy
31,57,0.5,31,1014.71,1,5.5,Cloudy
13,78,3,48,1009.76,3,8.5,Cloudy
28,58,6.5,13,1020.6,8,8.5,Sunny
-5,60,16.5,86,991.61,0,3,Snowy
16,85,17.5,66,990.29,3,3.5,Rainy
3,61,18.5,68,980.99,1,3,Snowy
15,65,0,49,1011.26,1,8.5,Cloudy
29,86,12,80,1012.5,0,2.5,Rainy
29,91,13.5,100,1010.07,0,1,Rainy
34,72,0.5,24,1007.94,1,5.5,Cloudy
-2,82,11.5,59,994.22,1,3,Snowy
-6,79,9.5,78,982.01,1,5,Snowy
16,98,17,97,998.88,0,2.5,Rainy
0,84,12,97,998.65,0,1,Snowy
31,63,2,21,1000.26,2,7.5,Cloudy
32,78,6,62,1005.93,0,1,Rainy
31,30,9,0,1014.06,8,9.5,Sunny
21,94,8.5,74,998.83,0,5,Rainy
23,64,3,35,1007.27,1,5.5,Cloudy
13,76,1.5,26,1010.53,3,6.5,Cloudy
13,65,6.5,87,1015.51,3,5,Rainy
24,68,9.5,77,1002,1,3.5,Rainy
-4,97,15,51,994.13,0,2,Snowy
14,56,13,19,1006.87,2,6.5,Cloudy
-6,74,30,81,983,8,4.5,Snowy
11,53,9.5,31,1019.37,3,7.5,Cloudy
33,75,9,32,1005.74,3,7,Cloudy
47,103,6.5,86,1016.83,12,2.5,Sunny
-9,73,14.5,75,990.27,0,2,Snowy
34,56,10.5,14,1019.51,4,9,Cloudy
33,78,25.5,98,1001.14,3,2.5,Rainy
44,105,15.5,92,1027.02,6,11.5,Sunny
28,22,8.5,12,1022.09,10,6.5,Sunny
13,85,10,107,1020.87,2,2.5,Sunny
40,68,8.5,18,1022.23,11,9.5,Sunny
51,85,3.5,91,1002.21,2,1,Cloudy
44,34,7,15,1012.12,10,9.5,Sunny
25,88,13,91,1000,1,1,Rainy
29,30,5,18,1024.95,5,9,Sunny
-2,83,6.5,55,981.21,1,1,Snowy
16,76,12.5,41,837.31,3,15,Rainy
25,68,4,24,1006.03,2,7.5,Cloudy
-1,75,1.5,99,997.3,0,2,Snowy
26,65,2,36,1018.65,3,6,Cloudy
18,99,6,54,1000.26,3,5,Rainy
35,20,9.5,10,1017.75,9,6.5,Sunny
29,58,7.5,13,1009.57,2,8.5,Cloudy
32,38,9,18,1027.24,6,9.5,Sunny
16,66,11,29,1012.36,4,6.5,Cloudy
0,67,13.5,50,985.17,0,5,Snowy
15,74,14,86,1017.49,3,4,Rainy
29,68,17.5,63,1017.96,3,4.5,Rainy
44,48,4,17,1027.7,6,5.5,Sunny
34,59,4.5,31,1016.17,1,6.5,Cloudy
-7,66,17.5,71,994.99,1,5,Snowy
27,75,5,19,1012.9,2,5.5,Cloudy
-10,27,3,92,996.43,10,1,Cloudy
39,29,4.5,1,1020.96,7,8.5,Sunny
30,49,7,13,1029.29,9,8.5,Sunny
21,58,6,26,1017.49,4,7,Cloudy
24,50,5,18,1020.65,8,8.5,Sunny
-13,34,9.5,15,940.59,0,16.5,Snowy
-3,68,10.5,60,980.49,1,4.5,Snowy
39,34,3,14,1022.95,10,6,Sunny
28,59,7,12,1029.83,9,8,Sunny
-9,81,2,57,994.24,1,1,Snowy
42,20,5.5,40,1058.82,4,15,Snowy
26,67,9,27,1010.57,4,6.5,Cloudy
33,65,10,48,1001.11,4,7,Cloudy
12,62,7,82,1173.16,12,0.5,Snowy
-20,99,30.5,92,993.27,10,2,Snowy
27,58,8,38,1004.35,1,6.5,Cloudy
1,69,19.5,90,981.82,1,3.5,Snowy
20,88,17,62,1004.58,2,1,Rainy
11,68,3.5,31,902.53,8,9,Cloudy
-10,92,4,73,980.32,1,3,Snowy
29,86,13.5,72,993.32,1,3.5,Rainy
-4,90,8,92,997.91,1,4,Snowy
34,73,0.5,43,1002.43,1,8,Cloudy
-20,24,8.5,12,870.06,12,15.5,Cloudy
34,68,2,26,1018.39,1,6.5,Cloudy
36,23,0.5,7,1021.68,6,10,Sunny
36,54,6.5,9,1016.25,11,8.5,Sunny
-4,90,9,51,989.63,1,1,Snowy
17,70,0.5,17,1005.14,3,5,Cloudy
-1,44,5,29,875.87,13,16.5,Snowy
2,98,35.5,96,982.31,4,0.5,Snowy
26,99,19.5,89,996.13,3,2.5,Rainy
14,88,18.5,55,1010.7,1,1.5,Rainy
29,50,12.5,34,1013.72,2,8.5,Cloudy
-3,64,17.5,98,992.83,0,1.5,Snowy
21,49,1.5,15,1010.81,5,9.5,Sunny
60,88,21,78,1009.94,10,8.5,Cloudy
16,85,7,96,995.5,1,2,Rainy
4,65,7,77,980.37,0,3.5,Snowy
28,81,15.5,68,995.69,1,3.5,Rainy
-2,67,9.5,86,998.99,1,4.5,Snowy
23,67,2,48,1010.84,1,6.5,Cloudy
34,84,6,53,1000.59,0,2,Rainy
1,87,16.5,97,980.6,1,4,Snowy
-2,77,1.5,74,999.69,0,1.5,Snowy
28,77,15,94,1014.93,7,6.5,Cloudy
28,45,9,16,1016.3,9,5,Sunny
-3,91,19,103,982.83,9,5.5,Snowy
30,78,9,82,1010.4,1,3,Rainy
25,69,6.5,13,1014.51,7,8.5,Sunny
11,85,7,56,1015.69,0,3,Rainy
17,65,13.5,95,1001.51,0,2,Rainy
31,78,10,95,995.76,3,3.5,Rainy
20,78,5.5,63,1006.51,3,4,Rainy
2,84,0,74,994.41,0,3,Snowy
22,87,9.5,52,996.79,2,4,Rainy
-1,66,15,56,988.43,0,1.5,Snowy
26,32,9.5,7,1017,6,6.5,Sunny
6,83,12.5,103,991.4,8,1.5,Snowy
-8,65,9.5,62,989.99,0,4,Snowy
35,58,2,6,1011.89,11,6,Sunny
20,51,12.5,45,1019.45,2,6,Cloudy
14,42,10.5,83,1078.65,7,10,Rainy
-2,88,5.5,77,988.18,0,4,Snowy
30,86,20,80,1015.09,1,4.5,Rainy
30,69,6.5,3,1021.29,9,9,Sunny
24,64,14.5,78,1004.06,3,3.5,Rainy
24,42,2.5,1,1019.33,7,6,Sunny
43,40,3.5,14,1021.29,11,6,Sunny
17,71,18,98,1015.84,3,4,Rainy
19,55,8.5,29,1017.26,3,7,Cloudy
36,54,4.5,3,1018.81,7,7.5,Sunny
29,92,12.5,82,1010.49,2,1.5,Rainy
32,74,9.5,39,1003.85,2,6,Cloudy
20,78,15,44,1004.76,4,6.5,Cloudy
11,81,16.5,81,1016.78,3,3.5,Rainy
31,87,16.5,84,1004.67,2,2.5,Rainy
13,94,9.5,90,1019.97,0,5,Rainy
31,57,1.5,23,1007.31,2,7.5,Cloudy
24,69,8,88,1017.97,3,3,Rainy
25,60,19,61,1019.55,0,1.5,Rainy
27,76,19.5,72,1012.93,0,1.5,Rainy
-6,79,8.5,87,999.56,0,2.5,Snowy
59,78,20.5,95,1018.52,7,1.5,Rainy
20,48,4.5,17,1014.45,6,7.5,Sunny
33,68,10.5,10,1016.84,1,7.5,Cloudy
27,89,11,69,1016.05,1,1.5,Rainy
21,72,10.5,20,1012.04,3,6.5,Cloudy
-5,79,6.5,89,999.7,1,2,Snowy
34,90,15.5,52,1014.19,1,2,Rainy
-7,93,11.5,79,993.93,0,3.5,Snowy
9,48,13.5,60,1074,12,19,Snowy
26,85,7.5,62,992.74,3,1,Rainy
9,93,14.5,82,1000.24,10,8,Cloudy
-8,81,5.5,90,989.1,1,5,Snowy
16,68,11,82,990.52,0,2,Rainy
-7,95,4.5,94,998.01,1,2,Snowy
17,61,15,61,1018.76,1,1,Rainy
26,62,9,13,1012.34,7,5.5,Sunny
20,51,2.5,10,1015.27,5,8,Sunny
-4,94,20,60,997.5,0,2.5,Snowy
25,69,11.5,36,1019.41,3,5.5,Cloudy
-3,42,3,23,1080.12,10,6,Rainy
12,81,13,82,1007.72,2,3,Rainy
20,94,17,67,1019.77,1,4.5,Rainy
32,56,7.5,25,1009.36,3,8,Cloudy
14,77,8.5,18,1017.04,4,6,Cloudy
10,79,5,91,1017.95,3,2,Rainy
31,68,8,16,1022.01,6,7,Sunny
-2,95,13,99,998.75,1,4,Snowy
33,88,7,69,990.78,3,3.5,Rainy
20,48,8,5,1024.72,10,7.5,Sunny
24,78,13,89,1011.2,1,4.5,Rainy
10,68,10.5,23,1013.19,1,8.5,Cloudy
31,78,3.5,40,1008.57,2,8,Cloudy
-10,73,3,96,997.89,0,4,Snowy
13,59,5,15,1005.92,4,7.5,Cloudy
44,51,7.5,17,1026.49,6,6,Sunny
40,69,13,17,995.72,2,18,Rainy
7,98,27,84,1012.19,11,2,Rainy
27,69,13,25,1019.41,4,6.5,Cloudy
16,92,18.5,50,995.44,3,3,Rainy
3,64,3.5,87,986.96,1,2,Snowy
16,69,3,21,1005.7,1,7,Cloudy
47,46,10.5,64,1014.84,4,12.5,Rainy
33,65,7,66,1013.95,3,2,Rainy
-7,99,2.5,96,996.58,1,2.5,Snowy
24,63,9.5,41,1016.23,4,7.5,Cloudy
32,77,12,18,1009.94,1,8.5,Cloudy
-7,63,8,51,989.17,1,2.5,Snowy
20,27,8,15,1015.11,11,9,Sunny
29,94,12,57,1002.82,1,2.5,Rainy
21,69,2.5,7,1026.75,7,5,Sunny
25,64,12.5,43,1014.07,3,8.5,Cloudy
31,78,11,73,1011.63,3,4.5,Rainy
41,37,9,19,1010.06,11,8,Sunny
-7,68,12.5,95,988.38,1,3,Snowy
3,97,3.5,91,999.35,1,4.5,Snowy
16,63,7,56,991.87,1,2,Rainy
23,35,2,2,1015.41,5,6.5,Sunny
41,66,5.5,6,1012.98,9,8,Sunny
22,56,3.5,18,1001.16,3,8.5,Cloudy
57,108,10.5,87,1010.41,3,3,Sunny
43,100,30,85,1011.72,10,1.5,Rainy
37,31,3,15,1018.19,5,8,Sunny
22,92,12,75,1024.34,8,3,Sunny
22,29,2,0,1029.85,5,10,Sunny
-9,83,3,89,983.82,1,3.5,Snowy
4,83,6,67,984.43,0,4.5,Snowy
3,92,3.5,70,991.08,1,4,Snowy
15,96,11,57,1016.98,0,4,Rainy
4,69,11.5,96,980.67,0,2.5,Snowy
26,54,6,28,1004.66,2,5,Cloudy
20,89,11.5,76,1029.28,12,8.5,Sunny
41,66,5,3,1025.46,6,5.5,Sunny
-17,86,4,101,997.72,7,5,Snowy
24,28,1,9,1023.11,6,5,Sunny
19,71,3.5,35,1010.93,3,6,Cloudy
20,48,2.5,16,1029.59,6,9,Sunny
22,60,8.5,39,1004.38,2,6,Cloudy
3,93,5,81,983.51,1,2.5,Snowy
38,77,11.5,33,1129.16,3,1,Sunny
29,61,10.5,39,1014.32,2,8.5,Cloudy
19,69,11.5,47,1014.36,1,5,Cloudy
-2,65,18,62,990.98,1,2,Snowy
33,92,17.5,55,1004.05,1,4,Rainy
26,69,4.5,44,1013.71,3,8,Cloudy
-8,90,7,78,987.97,1,4,Snowy
-7,89,6,76,998.16,0,1.5,Snowy
37,98,14.5,108,1004.23,4,8,Cloudy
22,72,7,47,1007.96,3,6,Cloudy
-7,87,2.5,95,987.33,0,1.5,Snowy
3,54,5.5,91,1061.43,11,17.5,Cloudy
53,92,10.5,89,1001.2,1,2,Rainy
36,43,5,7,1010.69,9,8,Sunny
-3,61,15.5,65,996.99,0,2.5,Snowy
28,64,0.5,12,1005.24,1,8.5,Cloudy
11,93,7,64,1019.45,1,4.5,Rainy
-7,64,10.5,69,908.14,13,4,Rainy
34,74,9,57,1005.97,1,3,Rainy
32,41,6,5,1022.04,8,10,Sunny
17,75,14,30,1011.56,4,5,Cloudy
27,59,2,6,1024.88,10,6,Sunny
27,71,17.5,90,995.1,2,2.5,Rainy
-16,97,16,106,986.93,0,3.5,Snowy
24,86,16,92,1021.94,6,1,Sunny
21,60,10.5,44,1000.43,2,6,Cloudy
15,89,4,96,1019.24,5,10,Cloudy
17,72,12,46,990.66,10,20,Sunny
10,53,3,18,1013.03,4,6,Cloudy
33,45,1.5,2,1010.9,10,8.5,Sunny
32,54,3.5,35,1005.89,4,8.5,Cloudy
31,90,5.5,91,1009.61,3,2,Rainy
7,66,2,83,1127.9,9,5.5,Sunny
21,86,39,103,1002.57,14,1,Rainy
24,52,4.5,13,1014.56,8,9.5,Sunny
10,63,9.5,59,1016.38,1,1.5,Rainy
2,77,4.5,75,986.27,0,3.5,Snowy
10,66,8.5,27,1005.36,4,5.5,Cloudy
4,66,6,87,995.11,0,1.5,Snowy
34,75,15,18,1004.07,4,5.5,Cloudy
24,88,7,64,1000.3,1,3,Rainy
31,50,11,29,1007.61,2,8,Cloudy
16,73,12,79,997.53,2,2.5,Rainy
20,77,14.5,75,1012.25,3,4.5,Rainy
15,74,1,49,1007.03,3,5,Cloudy
-11,75,17,104,985.86,13,2.5,Snowy
31,22,0.5,14,1024.36,10,6,Sunny
-7,94,2,94,982.84,0,3.5,Snowy
29,59,3.5,33,1007.96,3,7,Cloudy
30,84,15,62,991.86,3,1,Rainy
17,68,2.5,39,1011.1,4,8,Cloudy
40,35,6.5,0,1029.38,5,8.5,Sunny
17,76,13.5,97,993.8,0,4,Rainy
24,64,12.5,87,1002.26,2,3,Rainy
55,78,22,72,1015.65,4,4.5,Cloudy
27,29,11,67,989.96,9,17,Cloudy
-7,92,4.5,78,990.01,5,3,Snowy
28,41,2,14,1021.04,6,5,Sunny
30,62,8.5,18,1009.95,3,8,Cloudy
-4,97,13.5,77,987.36,0,3.5,Snowy
10,93,11.5,73,999.81,3,4,Rainy
24,72,18,62,1014.02,0,3.5,Rainy
-6,80,8,62,983.66,0,3.5,Snowy
20,66,7,24,1000.57,4,5.5,Cloudy
